"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"RUS","Russia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",16655,,
"RUS","Russia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",17598,,
"RUS","Russia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",18319,,
"RUS","Russia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",18500,,
"RUS","Russia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",17538,,
"RUS","Russia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",17221,,
"RUS","Russia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",17653,,
"RUS","Russia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",17774,,
"RUS","Russia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",18229,,
"RUS","Russia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",75.8992568920529,,
"RUS","Russia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",76.6992910444652,,
"RUS","Russia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",77.4189714166542,,
"RUS","Russia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",78.9849855062042,,
"RUS","Russia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",78.1197954532482,,
"RUS","Russia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",75.8379048116108,,
"RUS","Russia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",75.9009445140141,,
"RUS","Russia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",76.1567320604107,,
"RUS","Russia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",77.1051232029246,,
"RUS","Russia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",76.7290614327975,,
"RUS","Russia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",77.0278603084339,,
"RUS","Russia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",76.7916621248338,,
"RUS","Russia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",77.2302867605474,,
"RUS","Russia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",77.4828327853815,,
"RUS","Russia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",78.183677959897,,
"RUS","Russia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",77.85942526518,,
"RUS","Russia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",77.178021916801,,
"RUS","Russia","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",65.6,,
"RUS","Russia","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",65.7,,
"RUS","Russia","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",66.9,,
"RUS","Russia","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",67.7,,
"RUS","Russia","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",68.1,,
"RUS","Russia","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",68.8,,
"RUS","Russia","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",69,,
"RUS","Russia","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",69.8,,
"RUS","Russia","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",70.2,,
"RUS","Russia","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",70.7,,
"RUS","Russia","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",70.9,,
"RUS","Russia","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",71.3,,
"RUS","Russia","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",71.8,,
"RUS","Russia","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",72.6,,
"RUS","Russia","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",72.8,,
"RUS","Russia","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",73.2,,
"RUS","Russia","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",33.179573059082,,
"RUS","Russia","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",30.8394050598144,,
"RUS","Russia","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",28.7154903411865,,
"RUS","Russia","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",27.6701412200928,,
"RUS","Russia","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",25.7323932647705,,
"RUS","Russia","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",25.1091690063477,,
"RUS","Russia","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",22.3080959320068,,
"RUS","Russia","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",20.820276260376,,
"RUS","Russia","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",19.865514755249,,
"RUS","Russia","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",19.2432537078857,,
"RUS","Russia","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",17.8739376068115,,
"RUS","Russia","AVERAGE","Average","8_1","Having a say in government","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",54.9298106529581,,
"RUS","Russia","AVERAGE","Average","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",63.7099990844727,,
"RUS","Russia","AVERAGE","Average","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",69.7099990844726,,
"RUS","Russia","AVERAGE","Average","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",60.0999984741211,,
"RUS","Russia","AVERAGE","Average","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",65.2699966430664,,
"RUS","Russia","AVERAGE","Average","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",47.8800010681152,,
"RUS","Russia","AVERAGE","Average","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",67.5,,
"RUS","Russia","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",27.3,,
"RUS","Russia","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",25,,
"RUS","Russia","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",20.2,,
"RUS","Russia","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",17.6,,
"RUS","Russia","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",16.3,,
"RUS","Russia","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",14.6,,
"RUS","Russia","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",12.8,,
"RUS","Russia","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",11.3,,
"RUS","Russia","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",10.3,,
"RUS","Russia","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",9.6,,
"RUS","Russia","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",8.6,,
"RUS","Russia","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",7.8,,
"RUS","Russia","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",4.8,,
"RUS","Russia","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",26.5565534274237,,
"RUS","Russia","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",28.094478599303,,
"RUS","Russia","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",30.0191417672482,,
"RUS","Russia","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",30.972581826028,,
"RUS","Russia","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",42.6755124296642,,
"RUS","Russia","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",39.8425204162907,,
"RUS","Russia","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",39.3642722864133,,
"RUS","Russia","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",41.8364964311559,,
"RUS","Russia","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",50.8815052535033,,
"RUS","Russia","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",52.8726557508519,,
"RUS","Russia","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",52.7649026553737,,
"RUS","Russia","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",52.6815188943826,,
"RUS","Russia","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",57.472245057373,,
"RUS","Russia","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",57.7686179415491,,
"RUS","Russia","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",63.5913106489257,,
"RUS","Russia","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",64.5693336315761,,
"RUS","Russia","AVERAGE","Average","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",19.6911063938958,,
"RUS","Russia","AVERAGE","Average","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",17.1663539967889,,
"RUS","Russia","AVERAGE","Average","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",14.7834244128343,,
"RUS","Russia","AVERAGE","Average","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",15.3982281548846,,
"RUS","Russia","AVERAGE","Average","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",14.4897558933936,,
"RUS","Russia","AVERAGE","Average","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",12.4186836382837,,
"RUS","Russia","AVERAGE","Average","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",14.8284757984371,,
"RUS","Russia","AVERAGE","Average","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",13.6318529902315,,
"RUS","Russia","AVERAGE","Average","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",11.2197764963271,,
"RUS","Russia","AVERAGE","Average","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",10.5174156514583,,
"RUS","Russia","AVERAGE","Average","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",11.2822088130876,,
"RUS","Russia","AVERAGE","Average","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",13.2642543154004,,
"RUS","Russia","AVERAGE","Average","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",15.3197714136706,,
"RUS","Russia","AVERAGE","Average","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",14.8035620878002,,
"RUS","Russia","AVERAGE","Average","11_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",16.662768070631,,
"RUS","Russia","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",14.6,,
"RUS","Russia","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",12.7,,
"RUS","Russia","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",11.5,,
"RUS","Russia","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",34.9,,
"RUS","Russia","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",67.3975092318606,,
"RUS","Russia","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",65.1417166065126,,
"RUS","Russia","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",62.3360831291519,,
"RUS","Russia","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",57.5032396590586,,
"RUS","Russia","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",47.0974074744389,,
"RUS","Russia","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",50.6598197114588,,
"RUS","Russia","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",50.427646912832,,
"RUS","Russia","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",47.9768166006006,,
"RUS","Russia","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",40.189217797089,,
"RUS","Russia","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",37.6279703283912,,
"RUS","Russia","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",39.7717275451239,,
"RUS","Russia","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",36.9641580709506,,
"RUS","Russia","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",32.5428536904004,,
"RUS","Russia","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",33.0613700582132,,
"RUS","Russia","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",34.6263684406984,,
"RUS","Russia","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",33.8398818298547,,
"SVN","Slovenia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",18867,,
"SVN","Slovenia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",19667,,
"SVN","Slovenia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",20114,,
"SVN","Slovenia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",20804,,
"SVN","Slovenia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",21352,,
"SVN","Slovenia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",21045,,
"SVN","Slovenia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",20924,,
"SVN","Slovenia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",20966,,
"SVN","Slovenia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",20111,,
"SVN","Slovenia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",19649,,
"SVN","Slovenia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",19843,,
"SVN","Slovenia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",20286,,
"SVN","Slovenia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",21179,,
"SVN","Slovenia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",21800,,
"SVN","Slovenia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",22658,,
"SVN","Slovenia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",23468,,
"SVN","Slovenia","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",24356,,
"SVN","Slovenia","AVERAGE","Average","1_3","Household wealth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",128959,,
"SVN","Slovenia","AVERAGE","Average","1_3","Household wealth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",145687,,
"SVN","Slovenia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",72.9821130232882,,
"SVN","Slovenia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",73.4510889322633,,
"SVN","Slovenia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",73.7723826944666,,
"SVN","Slovenia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",74.44142668266,,
"SVN","Slovenia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",75.1692206621768,,
"SVN","Slovenia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",74.3276741227006,,
"SVN","Slovenia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",72.7117209139314,,
"SVN","Slovenia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",70.845645986684,,
"SVN","Slovenia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",70.9690700462252,,
"SVN","Slovenia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",69.9846309556346,,
"SVN","Slovenia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",70.3982852811478,,
"SVN","Slovenia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",71.3827551393006,,
"SVN","Slovenia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",72.2319954742491,,
"SVN","Slovenia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",75.117862773769,,
"SVN","Slovenia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",77.1865994502335,,
"SVN","Slovenia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",78.3809391509301,,
"SVN","Slovenia","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",78.2892525764073,,
"SVN","Slovenia","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",3.43682432174683,,
"SVN","Slovenia","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",3.41890001296997,,
"SVN","Slovenia","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",4.81577157974243,,
"SVN","Slovenia","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",5.81745672225952,,
"SVN","Slovenia","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",6.08811235427856,,
"SVN","Slovenia","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",8.2824764251709,,
"SVN","Slovenia","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",9.04013633728027,,
"SVN","Slovenia","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",8.03304672241211,,
"SVN","Slovenia","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",6.81487703323364,,
"SVN","Slovenia","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",5.93629121780396,,
"SVN","Slovenia","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",19.4202,,
"SVN","Slovenia","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",33.5619,,
